time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
10:36:43,18.7,0.0196167,1.89,19.36,0,0,0,0,0,0,4,7,298950,6,0,4,1311,121583,1600,0,0,7104,5077,437,861,53,4,75,0,2,43,43,1,58,19,982601,89,0,17,2,186582,186569,4,5,0,0,2,298641,179807,3,3,92,10,4,0,0,0,40,386631,133,28,0,0,0,2,0,0,2,0,0,0,0
10:36:53,18.8,0.0194871,1.79,18.44,0,0,0,0,0,0,6,7,297925,6,0,4,1320,121005,1617,0,0,7109,5084,437,1081,48,3,125,0,2,43,43,1,68,20,979679,89,1,17,2,186230,186222,4,4,0,0,2,297730,179384,3,3,92,10,4,0,0,0,41,386317,141,33,1,0,0,1,0,0,1,1,0,0,1
10:37:02,19,0.019632,1.70,19.36,0,0,0,0,0,0,4,18,296533,12,0,4,669,119295,1715,0,0,7116,5080,459,1132,53,4,131,0,2,47,47,1,68,28,973149,97,1,18,2,186038,186033,4,4,0,0,2,296372,179161,3,3,106,10,4,0,0,0,43,383243,142,31,1,5,5,2,0,0,2,1,1,0,2
10:37:12,19.1,0.01968,1.71,20.36,0,2,0,2,5,1,4,7,297086,10,0,12,351,119951,1780,2,0,7434,5382,2527,3179,476,72,540,63,6,44,44,1,957,280,985849,91,5,17,2,187724,187714,6,6,4,5,11,296970,178749,7,8,103,11,9,0,5,0,42,366318,153,33,1,1,0,8,0,0,8,1,2,2,2
10:37:21,19.1,0.0195279,1.58,18.35,0,0,0,0,0,0,4,16,297154,8,0,4,1324,120781,1773,0,0,7403,5365,2499,2867,457,72,470,0,2,42,42,1,947,260,986877,87,4,17,2,187737,187719,4,4,4,5,11,296823,178862,7,8,93,11,5,0,5,0,42,368141,148,31,1,0,0,8,0,0,8,1,0,0,1
10:37:31,19.2,0.0195534,1.76,18.35,0,0,0,0,0,0,4,24,297769,8,0,4,347,120321,1773,0,0,7418,5376,2503,3142,470,72,533,126,2,43,43,1,954,277,988565,89,5,17,2,187958,187954,4,4,4,5,11,297614,178981,7,8,95,11,5,0,5,0,41,368471,144,28,0,0,0,5,0,0,5,0,0,0,0
10:37:41,19.3,0.0195953,1.70,19.36,0,0,0,0,0,0,6,17,295186,6,0,4,1312,119811,1793,0,0,7436,5373,2509,3510,460,134,721,126,2,45,45,1,953,269,981391,98,5,17,2,186918,186908,4,4,5,19,11,295057,177968,7,8,99,11,6,0,5,0,44,368664,148,31,0,0,0,6,0,0,6,0,0,0,0
10:37:51,19.3,0.0194432,1.70,20.28,0,0,0,0,0,0,6,20,293748,8,0,4,866,117382,1719,0,0,7458,5413,2556,3196,482,8,555,94,2,43,43,1,963,298,971655,89,5,17,2,187403,187391,4,5,5,5,11,293492,178401,7,8,95,11,5,0,5,0,40,366863,148,30,0,0,0,8,0,0,7,0,0,0,0
10:38:00,19.4,0.0195953,2.07,19.54,0,0,0,0,0,0,3,14,298461,7,0,4,347,120113,1838,0,0,7416,5360,2502,3261,463,102,593,0,2,43,43,1,955,269,989916,89,5,17,2,188927,188916,4,5,4,11,11,298343,179970,7,8,94,11,5,0,5,0,41,371289,140,31,0,0,0,5,0,0,5,0,0,0,0
10:38:10,19.5,0.0197841,1.64,19.36,0,0,0,0,0,0,4,8,289150,12,0,4,1386,113264,1805,0,0,7801,5468,2300,2635,504,204,733,63,26,46,46,1,912,374,948751,95,4,18,36,188252,188231,18,5,4,6,9,288734,178437,6,9,237,13,149,0,5,0,40,346192,182,47,1,0,0,21,0,0,21,1,0,0,1
