time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
15:09:57,25.4,0.810864,0.62,0.23,0,0,0,0,0,0,2,18,295875,5,0,4,369,116888,806,0,0,992,813,5179,5367,1310,386,1327,403,2,5,5,1,2511,940,960758,13,11,2,47,185965,185942,4,5,11,13,25,295504,179368,11,15,26,13,17,0,13,0,4,348776,130,41,0,0,0,25,0,0,25,0,0,0,0
15:10:07,25.4,0.811038,0.49,0.23,0,0,0,0,0,0,4,8,292868,8,0,4,356,117165,709,0,0,715,547,3164,3323,896,381,923,372,2,6,6,1,1632,682,949188,15,7,2,48,180610,180593,4,5,7,8,16,292519,176059,7,10,30,15,18,0,8,0,5,349206,130,41,0,0,0,21,0,0,21,0,0,0,0
15:10:16,25.4,0.8109,0.54,0.23,0,0,0,0,0,0,2,15,285815,8,0,4,346,107009,734,0,0,759,587,3264,3777,904,413,964,403,2,5,5,1,1672,701,905958,13,7,2,47,184112,184094,4,5,7,8,16,285704,179318,7,10,28,19,17,0,8,0,4,339210,129,41,0,0,0,22,0,0,22,0,0,0,0
15:10:27,25.4,0.810881,0.49,0.23,0,0,0,0,0,0,4,20,277251,7,0,4,320,98320,636,0,0,444,377,1659,1961,552,283,296,62,2,6,6,1,877,429,857503,15,3,2,14,182472,182457,4,5,3,3,9,277088,179367,4,4,32,22,21,0,3,0,5,341403,129,38,0,0,0,3,0,0,3,0,0,0,0
15:10:36,25.4,0.811109,0.54,0.23,0,0,0,0,0,0,4,16,293368,23,0,4,356,114808,873,0,0,808,620,3351,3557,906,351,933,372,2,13,13,1,1639,682,944251,29,7,2,47,183792,183775,4,4,7,8,16,293025,179005,7,10,64,29,30,0,8,0,7,340130,143,38,0,0,0,21,0,0,21,0,0,0,0
15:10:46,25.4,0.810913,0.66,0.23,0,0,0,0,0,0,6,16,300188,19,0,4,353,120532,652,0,0,472,402,1696,1630,466,98,268,31,2,11,11,1,758,329,969145,25,3,2,14,183117,183106,4,4,3,1,9,299789,180018,4,4,49,24,26,0,3,0,7,376417,139,41,0,0,0,3,0,0,3,0,0,0,0
15:10:56,25.4,0.812462,0.61,0.65,0,0,0,0,0,0,4,3,301132,12,0,2,329,121135,644,0,0,338,296,528,732,55,1,84,31,1,9,9,1,30,6,968444,21,0,2,2,181518,181507,2,2,0,0,3,300717,180333,3,3,36,17,14,0,0,0,5,378107,123,41,1,0,0,1,0,0,1,1,1,1,2
15:11:06,25.4,0.810841,0.54,0.23,0,0,0,0,0,0,4,16,299357,15,0,4,348,119854,659,0,0,382,333,608,1067,70,2,141,0,2,10,10,1,72,23,962174,23,0,2,3,181463,181439,4,4,0,0,3,299213,180046,3,3,40,20,16,0,0,0,8,379667,121,39,1,0,0,2,0,0,2,1,0,0,1
15:11:16,25.4,0.81092,1.68,1.24,0,0,0,0,0,0,4,11,300935,12,0,4,330,121028,693,0,0,348,300,546,1105,63,2,138,0,2,10,10,1,70,20,968616,23,1,2,2,181776,181774,4,4,0,0,3,300730,180423,3,3,39,17,15,0,0,0,7,371757,121,37,1,0,0,3,0,0,3,1,0,0,1
15:11:26,25.4,0.810972,1.05,0.56,0,0,0,0,0,0,4,6,274728,7,0,4,325,96585,592,0,0,316,283,499,928,63,32,87,62,2,5,5,1,72,19,842719,13,0,2,2,179799,179789,4,4,0,0,3,274593,178626,3,3,22,17,9,0,0,0,4,354538,120,41,1,0,0,3,0,0,3,1,0,0,1
