time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
15:19:51,17.3,0.0207087,1.22,19.36,58,64,145,6,2181,5,2,29,286299,28,84,28,1349,110100,2070,398,1,8785,5870,6939,6882,3198,1344,3969,1953,14,96,96,1,5092,2956,959082,195,3,19,3,192870,192860,14,14,3,8,7,286141,178939,4,9,208,19,85,12,5,3,75,335869,239,45,2,4,0,197,147,124,321,0,0,0,0
15:20:01,17.6,0.0225099,8.69,21.20,0,4,26,4,422,4,4,14,298014,7,20,20,1341,121538,1665,88,0,7315,5188,2158,1978,373,9,198,0,10,46,46,1,752,221,987364,95,4,17,2,187078,187061,8,9,4,0,4,297573,178887,4,4,98,8,6,2,4,0,41,383845,141,37,0,4,0,53,31,20,73,0,0,0,0
15:20:11,17.9,0.0207342,1.35,19.36,25,34,643,10,1679,8,4,11,288638,6,426,44,2102,115289,2430,787,2,8039,5641,6134,6938,1543,595,3430,1890,22,411,411,1,2741,1249,973968,825,3,25,2,190217,190209,20,20,2,19,7,288503,177134,4,9,828,15,1174,10,6,3,424,347231,203,53,5,5,0,755,95,438,1193,0,0,0,0
15:20:20,18.1,0.0209618,1.41,19.36,94,100,113,6,435,5,3,22,290602,21,22,26,1330,115038,1988,87,1,8128,5979,4464,4281,2377,1904,363,0,13,78,78,1,2917,2212,975714,159,5,18,4,194637,194623,8,9,4,3,4,290356,178224,4,4,166,10,38,6,6,0,57,347779,197,41,1,4,0,57,31,94,151,0,0,0,0
15:20:30,18.4,0.020873,2.07,18.75,0,0,0,0,0,0,4,4,299621,3,0,4,1314,122220,1637,0,0,7097,5072,439,862,52,4,75,0,2,43,43,1,54,19,986475,89,0,17,2,186604,186598,4,5,0,0,2,299292,179826,3,3,91,8,4,0,0,0,42,383522,137,28,0,0,0,2,0,0,2,0,0,0,0
15:20:40,18.6,0.0209454,1.43,19.44,63,69,143,6,2178,5,4,20,284158,14,84,28,1354,107115,2036,401,1,8703,5816,6840,6664,2612,713,3980,1890,14,95,95,1,4482,2360,947875,193,3,19,3,192734,192705,14,14,3,8,7,283595,179040,4,9,198,16,73,12,5,3,71,338786,231,45,2,4,0,198,147,123,321,0,0,0,0
15:20:50,18.9,0.0230977,811.77,45.33,0,0,0,0,0,0,4,7,299479,7,0,4,1322,121680,1691,0,0,7121,5083,447,1117,51,3,124,0,2,45,45,1,67,20,984892,93,1,17,2,187290,187285,4,5,0,0,2,299318,180379,3,3,98,8,5,0,0,0,40,384576,132,26,0,0,0,2,0,0,2,0,0,0,0
15:20:59,19,0.0206709,1.28,18.35,0,0,0,0,0,0,6,13,292035,6,0,4,639,116289,1730,0,0,7593,5282,627,1419,60,12,173,0,11,43,43,1,74,20,957171,89,1,17,2,186045,186038,9,5,0,9,2,291901,177678,5,5,247,10,205,0,1,0,41,364680,160,37,0,0,0,1,0,0,1,0,0,0,0
15:21:09,19.1,0.0211077,1.90,20.01,37,51,462,15,1516,13,0,40,276931,23,240,107,1777,103606,2651,587,2,8979,6414,10258,9813,3560,2398,3167,1890,53,423,423,1,5519,3048,941847,849,7,27,4,200355,200331,30,31,7,7,8,276565,176716,4,8,864,16,1212,11,13,1,423,316112,263,83,3,24,0,575,58,261,836,0,0,0,0
15:21:19,19.3,0.0209056,1.73,18.61,49,81,0,26,479,5,4,4,299335,5,0,76,1300,122321,1682,162,0,7387,5272,1390,2005,84,6,140,0,38,44,44,1,78,44,992371,91,1,18,2,186379,186373,6,6,1,0,2,299132,179608,3,3,96,10,4,0,0,0,42,380158,180,115,1,81,0,83,0,0,83,1,119,119,2
15:21:29,19.5,0.0210536,1.75,20.02,117,154,154,34,2653,13,3,32,288789,12,84,112,1390,112101,2089,564,1,8900,5938,7808,8234,3204,1348,4047,1953,56,93,93,1,5096,2960,975385,187,4,19,3,193112,193097,18,18,3,10,7,288738,179371,4,9,191,13,73,12,5,3,76,345827,257,136,2,85,0,276,147,130,406,1,118,118,2
15:21:38,19.6,0.0225589,820.29,47.09,58,77,0,19,455,3,4,2,298854,3,0,78,1314,122224,1763,154,0,7659,5543,3404,3806,468,11,482,0,39,43,43,1,982,284,995421,89,4,18,2,188123,188112,4,4,4,5,11,298549,179229,7,8,92,10,5,0,5,0,39,371584,176,108,1,77,0,84,0,0,84,1,145,145,2
15:21:48,19.8,0.0208801,1.46,19.44,81,90,0,9,534,4,2,21,279967,4,0,40,1334,102710,1816,180,0,7723,5576,3555,4335,457,9,599,63,20,43,43,1,962,275,902265,89,5,17,2,188469,188459,6,6,4,8,11,279835,179423,7,8,94,9,6,0,5,0,41,331974,159,123,1,90,0,98,0,0,98,1,170,170,2
